extra_flag;license;name;required_packages;summary;version
False;MIT;ipyvolume;ipywebrtc;IPython widget for rendering 3d volumes;0.5.2
False;MIT;ipyvolume;traitlets;IPython widget for rendering 3d volumes;0.5.2
False;MIT;ipyvolume;numpy;IPython widget for rendering 3d volumes;0.5.2
False;MIT;ipyvolume;pythreejs;IPython widget for rendering 3d volumes;0.5.2
False;MIT;ipyvolume;Pillow;IPython widget for rendering 3d volumes;0.5.2
False;MIT;ipyvolume;ipywidgets;IPython widget for rendering 3d volumes;0.5.2
False;MIT;ipyvolume;requests;IPython widget for rendering 3d volumes;0.5.2
False;MIT;ipyvolume;traittypes;IPython widget for rendering 3d volumes;0.5.2
False;3-Clause BSD;xyzservices;fake_package;Source of XYZ tiles providers;2021.11.0
False;MIT License;ipyleaflet;xyzservices;A Jupyter widget for dynamic Leaflet maps;0.15.0
False;MIT License;ipyleaflet;ipywidgets;A Jupyter widget for dynamic Leaflet maps;0.15.0
False;MIT License;ipyleaflet;traittypes;A Jupyter widget for dynamic Leaflet maps;0.15.0
False;BSD License;ipympl;ipykernel;Matplotlib Jupyter Extension;0.8.4
False;BSD License;ipympl;matplotlib;Matplotlib Jupyter Extension;0.8.4
False;BSD License;ipympl;ipywidgets;Matplotlib Jupyter Extension;0.8.4
False;BSD-3-Clause;ipywidgets-bokeh;fake_package;Allows embedding of Jupyter widgets in Bokeh layouts.;1.2.1
True;BSD;panel;matplotlib;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;bleach;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;tqdm;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;hvplot;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;scipy;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;scikit-learn;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;pyct;A high level app and dashboarding solution for Python.;0.12.6
False;BSD;panel;bleach;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;lxml;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;nbsite;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;vega-datasets;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;pyvista;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;pyviz-comms;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;jupyter-bokeh;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;vtk;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;graphviz;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;ipywidgets;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;xarray;A high level app and dashboarding solution for Python.;0.12.6
False;BSD;panel;bokeh;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;folium;A high level app and dashboarding solution for Python.;0.12.6
False;BSD;panel;pyviz-comms;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;nbsmoke;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;setuptools;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;pytest-cov;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;parameterized;A high level app and dashboarding solution for Python.;0.12.6
False;BSD;panel;markdown;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;datashader;A high level app and dashboarding solution for Python.;0.12.6
False;BSD;panel;requests;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;django;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;pillow;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;bokeh;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;flake8;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;param;A high level app and dashboarding solution for Python.;0.12.6
False;BSD;panel;pyct;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;ipython;A high level app and dashboarding solution for Python.;0.12.6
False;BSD;panel;param;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;channels;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;twine;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;streamz;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;ipyvolume;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;holoviews;A high level app and dashboarding solution for Python.;0.12.6
False;BSD;panel;tqdm;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;ipyleaflet;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;plotly;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;pytest;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;ipympl;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;notebook;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;codecov;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;pandas;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;ipywidgets-bokeh;A high level app and dashboarding solution for Python.;0.12.6
True;BSD;panel;altair;A high level app and dashboarding solution for Python.;0.12.6
False;BSD-3-Clause;circuitbreaker;fake_package;Python Circuit Breaker pattern implementation;1.3.2
False;Universal Permissive License 1.0 or Apache License 2.0;oci;configparser;Oracle Cloud Infrastructure Python SDK;2.53.0
False;Universal Permissive License 1.0 or Apache License 2.0;oci;python-dateutil;Oracle Cloud Infrastructure Python SDK;2.53.0
False;Universal Permissive License 1.0 or Apache License 2.0;oci;circuitbreaker;Oracle Cloud Infrastructure Python SDK;2.53.0
False;Universal Permissive License 1.0 or Apache License 2.0;oci;certifi;Oracle Cloud Infrastructure Python SDK;2.53.0
False;Universal Permissive License 1.0 or Apache License 2.0;oci;pytz;Oracle Cloud Infrastructure Python SDK;2.53.0
False;Universal Permissive License 1.0 or Apache License 2.0;oci;pyOpenSSL;Oracle Cloud Infrastructure Python SDK;2.53.0
False;Universal Permissive License 1.0 or Apache License 2.0;oci;cryptography;Oracle Cloud Infrastructure Python SDK;2.53.0
False;UPL;ocifs;fsspec;Convenient filesystem interface over Oracle Cloud's Object Storage;0.2.0
False;UPL;ocifs;oci;Convenient filesystem interface over Oracle Cloud's Object Storage;0.2.0
True;BSD;fsspec;pyarrow;File-system specification;2021.11.1
True;BSD;fsspec;paramiko;File-system specification;2021.11.1
True;BSD;fsspec;adlfs;File-system specification;2021.11.1
True;BSD;fsspec;dropbox;File-system specification;2021.11.1
True;BSD;fsspec;pygit2;File-system specification;2021.11.1
True;BSD;fsspec;importlib-metadata;File-system specification;2021.11.1
True;BSD;fsspec;libarchive-c;File-system specification;2021.11.1
True;BSD;fsspec;aiohttp;File-system specification;2021.11.1
True;BSD;fsspec;dask;File-system specification;2021.11.1
True;BSD;fsspec;requests;File-system specification;2021.11.1
True;BSD;fsspec;fusepy;File-system specification;2021.11.1
True;BSD;fsspec;distributed;File-system specification;2021.11.1
True;BSD;fsspec;gcsfs;File-system specification;2021.11.1
True;BSD;fsspec;s3fs;File-system specification;2021.11.1
True;BSD;fsspec;dropboxdrivefs;File-system specification;2021.11.1
True;BSD;fsspec;smbprotocol;File-system specification;2021.11.1
True;BSD;fsspec;panel;File-system specification;2021.11.1
True;BSD;fsspec;ocifs;File-system specification;2021.11.1
True;BSD;dask;pytest-rerunfailures;Parallel PyData with Task Scheduling;2021.12.0
True;BSD;dask;numpy;Parallel PyData with Task Scheduling;2021.12.0
True;BSD;dask;pytest-xdist;Parallel PyData with Task Scheduling;2021.12.0
False;BSD;dask;partd;Parallel PyData with Task Scheduling;2021.12.0
False;BSD;dask;cloudpickle;Parallel PyData with Task Scheduling;2021.12.0
True;BSD;dask;bokeh;Parallel PyData with Task Scheduling;2021.12.0
True;BSD;dask;pytest;Parallel PyData with Task Scheduling;2021.12.0
False;BSD;dask;toolz;Parallel PyData with Task Scheduling;2021.12.0
True;BSD;dask;distributed;Parallel PyData with Task Scheduling;2021.12.0
True;BSD;dask;pre-commit;Parallel PyData with Task Scheduling;2021.12.0
True;BSD;dask;jinja2;Parallel PyData with Task Scheduling;2021.12.0
False;BSD;dask;fsspec;Parallel PyData with Task Scheduling;2021.12.0
True;BSD;dask;pandas;Parallel PyData with Task Scheduling;2021.12.0
False;BSD;dask;pyyaml;Parallel PyData with Task Scheduling;2021.12.0
False;BSD;dask;packaging;Parallel PyData with Task Scheduling;2021.12.0
False;Apache License Version 2.0;cfgrib;eccodes;Python interface to map GRIB files to the NetCDF Common Data Model following the CF Convention using ecCodes.;0.9.9.1
False;Apache License Version 2.0;cfgrib;click;Python interface to map GRIB files to the NetCDF Common Data Model following the CF Convention using ecCodes.;0.9.9.1
False;Apache License Version 2.0;cfgrib;numpy;Python interface to map GRIB files to the NetCDF Common Data Model following the CF Convention using ecCodes.;0.9.9.1
True;Apache License Version 2.0;cfgrib;scipy;Python interface to map GRIB files to the NetCDF Common Data Model following the CF Convention using ecCodes.;0.9.9.1
True;Apache License Version 2.0;cfgrib;pytest;Python interface to map GRIB files to the NetCDF Common Data Model following the CF Convention using ecCodes.;0.9.9.1
True;Apache License Version 2.0;cfgrib;dask;Python interface to map GRIB files to the NetCDF Common Data Model following the CF Convention using ecCodes.;0.9.9.1
True;Apache License Version 2.0;cfgrib;flake8;Python interface to map GRIB files to the NetCDF Common Data Model following the CF Convention using ecCodes.;0.9.9.1
True;Apache License Version 2.0;cfgrib;xarray;Python interface to map GRIB files to the NetCDF Common Data Model following the CF Convention using ecCodes.;0.9.9.1
False;Apache License Version 2.0;cfgrib;attrs;Python interface to map GRIB files to the NetCDF Common Data Model following the CF Convention using ecCodes.;0.9.9.1
True;Apache License Version 2.0;cfgrib;pytest-cov;Python interface to map GRIB files to the NetCDF Common Data Model following the CF Convention using ecCodes.;0.9.9.1
False;MIT;dunamai;importlib-metadata;Dynamic version generation;1.7.0
False;MIT;dunamai;packaging;Dynamic version generation;1.7.0
False;unknown license;get_version;dunamai;A version helper in the spirit of versioneer.;3.5.3
True;unknown license;get_version;pytest-mypy;A version helper in the spirit of versioneer.;3.5.3
False;unknown license;get_version;importlib_metadata;A version helper in the spirit of versioneer.;3.5.3
True;unknown license;get_version;pygments;A version helper in the spirit of versioneer.;3.5.3
True;unknown license;get_version;pytest;A version helper in the spirit of versioneer.;3.5.3
True;unknown license;get_version;pytest-black;A version helper in the spirit of versioneer.;3.5.3
False;unknown license;scanpydoc;sphinx;A series of Sphinx extensions to get easy to maintain, numpydoc style documentation.;0.7.3
True;unknown license;scanpydoc;sphinx-autodoc-typehints;A series of Sphinx extensions to get easy to maintain, numpydoc style documentation.;0.7.3
True;unknown license;scanpydoc;typing_extensions;A series of Sphinx extensions to get easy to maintain, numpydoc style documentation.;0.7.3
True;unknown license;scanpydoc;pytest;A series of Sphinx extensions to get easy to maintain, numpydoc style documentation.;0.7.3
True;unknown license;scanpydoc;pytest-black;A series of Sphinx extensions to get easy to maintain, numpydoc style documentation.;0.7.3
False;unknown license;scanpydoc;get_version;A series of Sphinx extensions to get easy to maintain, numpydoc style documentation.;0.7.3
True;unknown license;scanpydoc;pytest-cov;A series of Sphinx extensions to get easy to maintain, numpydoc style documentation.;0.7.3
True;unknown license;scanpydoc;sphinx-rtd-theme;A series of Sphinx extensions to get easy to maintain, numpydoc style documentation.;0.7.3
False;MIT License;pytest-attrib;fake_package;pytest plugin to select tests based on attributes similar to the nose-attrib plugin;0.1.3
False;BSD;gsw;numpy;Gibbs Seawater Oceanographic Package of TEOS-10;3.4.0
False;MIT;coards;fake_package;A parser for COADS-compliant dates;1.0.5
True;MIT;WebTest;pyquery;Helper to test WSGI applications;3.0.0
True;MIT;WebTest;pylons-sphinx-themes;Helper to test WSGI applications;3.0.0
False;MIT;WebTest;waitress;Helper to test WSGI applications;3.0.0
False;MIT;WebTest;beautifulsoup4;Helper to test WSGI applications;3.0.0
True;MIT;WebTest;pytest-cov;Helper to test WSGI applications;3.0.0
True;MIT;WebTest;pytest;Helper to test WSGI applications;3.0.0
True;MIT;WebTest;docutils;Helper to test WSGI applications;3.0.0
True;MIT;WebTest;coverage;Helper to test WSGI applications;3.0.0
True;MIT;WebTest;WSGIProxy2;Helper to test WSGI applications;3.0.0
True;MIT;WebTest;Sphinx;Helper to test WSGI applications;3.0.0
True;MIT;WebTest;PasteDeploy;Helper to test WSGI applications;3.0.0
False;MIT;WebTest;WebOb;Helper to test WSGI applications;3.0.0
True;MIT;Webob;pylons-sphinx-themes;WSGI request and response object;1.8.7
True;MIT;Webob;pytest-xdist;WSGI request and response object;1.8.7
True;MIT;Webob;pytest;WSGI request and response object;1.8.7
True;MIT;Webob;coverage;WSGI request and response object;1.8.7
True;MIT;Webob;Sphinx;WSGI request and response object;1.8.7
True;MIT;Webob;pytest-cov;WSGI request and response object;1.8.7
True;MIT;pydap;pytest-attrib;An implementation of the Data Access Protocol.;3.2.2
True;MIT;pydap;requests-mock;An implementation of the Data Access Protocol.;3.2.2
True;MIT;pydap;lxml;An implementation of the Data Access Protocol.;3.2.2
True;MIT;pydap;PasteDeploy;An implementation of the Data Access Protocol.;3.2.2
True;MIT;pydap;gsw;An implementation of the Data Access Protocol.;3.2.2
True;MIT;pydap;sphinx-rtd-theme;An implementation of the Data Access Protocol.;3.2.2
True;MIT;pydap;gunicorn;An implementation of the Data Access Protocol.;3.2.2
False;MIT;pydap;numpy;An implementation of the Data Access Protocol.;3.2.2
False;MIT;pydap;Jinja2;An implementation of the Data Access Protocol.;3.2.2
True;MIT;pydap;requests;An implementation of the Data Access Protocol.;3.2.2
True;MIT;pydap;netCDF4;An implementation of the Data Access Protocol.;3.2.2
True;MIT;pydap;coards;An implementation of the Data Access Protocol.;3.2.2
True;MIT;pydap;pytest-cov;An implementation of the Data Access Protocol.;3.2.2
True;MIT;pydap;Pygments;An implementation of the Data Access Protocol.;3.2.2
False;MIT;pydap;six;An implementation of the Data Access Protocol.;3.2.2
True;MIT;pydap;beautifulsoup4;An implementation of the Data Access Protocol.;3.2.2
True;MIT;pydap;flake8;An implementation of the Data Access Protocol.;3.2.2
True;MIT;pydap;Sphinx;An implementation of the Data Access Protocol.;3.2.2
True;MIT;pydap;ordereddict;An implementation of the Data Access Protocol.;3.2.2
True;MIT;pydap;WebTest;An implementation of the Data Access Protocol.;3.2.2
False;MIT;pydap;beautifulsoup4;An implementation of the Data Access Protocol.;3.2.2
False;MIT;pydap;Webob;An implementation of the Data Access Protocol.;3.2.2
True;MIT;pydap;pytest;An implementation of the Data Access Protocol.;3.2.2
True;MIT;pydap;mock;An implementation of the Data Access Protocol.;3.2.2
False;MIT;pydap;docopt;An implementation of the Data Access Protocol.;3.2.2
False;BSD;h5netcdf;h5py;netCDF4 via h5py;0.11.0
False;BSD;numbagg;numpy;Fast N-dimensional aggregation functions with Numba;0.2.1
False;BSD;numbagg;numba;Fast N-dimensional aggregation functions with Numba;0.2.1
True;Apache;xarray;matplotlib;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;sphinx-autosummary-accessors;N-D labeled arrays and datasets in Python;0.20.2
False;Apache;xarray;typing-extensions;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;scipy;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;nc-time-axis;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;nbsphinx;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;sphinx-rtd-theme;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;bottleneck;N-D labeled arrays and datasets in Python;0.20.2
False;Apache;xarray;numpy;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;cfgrib;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;seaborn;N-D labeled arrays and datasets in Python;0.20.2
False;Apache;xarray;importlib-metadata;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;netCDF4;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;jupyter-client;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;scanpydoc;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;pydap;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;h5netcdf;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;dask;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;ipython;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;cftime;N-D labeled arrays and datasets in Python;0.20.2
False;Apache;xarray;pandas;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;numbagg;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;rasterio;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;ipykernel;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;zarr;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;fsspec;N-D labeled arrays and datasets in Python;0.20.2
True;Apache;xarray;pooch;N-D labeled arrays and datasets in Python;0.20.2
False;MIT;sphinx-sitemap;fake_package;Sitemap generator for Sphinx;2.2.0
False;BSD;pydata-sphinx-theme;sphinx;Bootstrap-based Sphinx theme from the PyData community;0.7.2
True;BSD;pydata-sphinx-theme;sphinx;Bootstrap-based Sphinx theme from the PyData community;0.7.2
True;BSD;pydata-sphinx-theme;jupyter-sphinx;Bootstrap-based Sphinx theme from the PyData community;0.7.2
False;BSD;pydata-sphinx-theme;beautifulsoup4;Bootstrap-based Sphinx theme from the PyData community;0.7.2
True;BSD;pydata-sphinx-theme;numpy;Bootstrap-based Sphinx theme from the PyData community;0.7.2
True;BSD;pydata-sphinx-theme;beautifulsoup4;Bootstrap-based Sphinx theme from the PyData community;0.7.2
True;BSD;pydata-sphinx-theme;plotly;Bootstrap-based Sphinx theme from the PyData community;0.7.2
True;BSD;pydata-sphinx-theme;pytest;Bootstrap-based Sphinx theme from the PyData community;0.7.2
True;BSD;pydata-sphinx-theme;xarray;Bootstrap-based Sphinx theme from the PyData community;0.7.2
True;BSD;pydata-sphinx-theme;sphinx-sitemap;Bootstrap-based Sphinx theme from the PyData community;0.7.2
True;BSD;pydata-sphinx-theme;codecov;Bootstrap-based Sphinx theme from the PyData community;0.7.2
True;BSD;pydata-sphinx-theme;recommonmark;Bootstrap-based Sphinx theme from the PyData community;0.7.2
True;BSD;pydata-sphinx-theme;docutils;Bootstrap-based Sphinx theme from the PyData community;0.7.2
False;BSD;pydata-sphinx-theme;docutils;Bootstrap-based Sphinx theme from the PyData community;0.7.2
True;BSD;pydata-sphinx-theme;pandas;Bootstrap-based Sphinx theme from the PyData community;0.7.2
True;BSD;pydata-sphinx-theme;pytest-regressions;Bootstrap-based Sphinx theme from the PyData community;0.7.2
True;BSD;pydata-sphinx-theme;numpydoc;Bootstrap-based Sphinx theme from the PyData community;0.7.2
True;BSD;pydata-sphinx-theme;pytest-cov;Bootstrap-based Sphinx theme from the PyData community;0.7.2
False;MIT;sphinx-design;sphinx;A sphinx extension for designing beautiful, view size responsive web components.;0.0.13
True;MIT;sphinx-design;furo;A sphinx extension for designing beautiful, view size responsive web components.;0.0.13
True;MIT;sphinx-design;sphinx-rtd-theme;A sphinx extension for designing beautiful, view size responsive web components.;0.0.13
True;MIT;sphinx-design;sphinx-book-theme;A sphinx extension for designing beautiful, view size responsive web components.;0.0.13
False;MIT;sphinx-design;importlib-resources;A sphinx extension for designing beautiful, view size responsive web components.;0.0.13
True;MIT;sphinx-design;pytest;A sphinx extension for designing beautiful, view size responsive web components.;0.0.13
True;MIT;sphinx-design;pydata-sphinx-theme;A sphinx extension for designing beautiful, view size responsive web components.;0.0.13
True;MIT;sphinx-design;myst-parser;A sphinx extension for designing beautiful, view size responsive web components.;0.0.13
True;MIT;sphinx-design;pytest-regressions;A sphinx extension for designing beautiful, view size responsive web components.;0.0.13
True;MIT;sphinx-design;pytest-cov;A sphinx extension for designing beautiful, view size responsive web components.;0.0.13
True;MIT;sphinx-design;pre-commit;A sphinx extension for designing beautiful, view size responsive web components.;0.0.13
False;MIT License;sphinx-thebe;sphinx;Integrate interactive code blocks into your documentation with Thebe and Binder.;0.0.10
True;MIT License;sphinx-thebe;jupyter-sphinx;Integrate interactive code blocks into your documentation with Thebe and Binder.;0.0.10
True;MIT License;sphinx-thebe;sphinx-book-theme;Integrate interactive code blocks into your documentation with Thebe and Binder.;0.0.10
True;MIT License;sphinx-thebe;beautifulsoup4;Integrate interactive code blocks into your documentation with Thebe and Binder.;0.0.10
True;MIT License;sphinx-thebe;sphinx-panels;Integrate interactive code blocks into your documentation with Thebe and Binder.;0.0.10
True;MIT License;sphinx-thebe;pytest;Integrate interactive code blocks into your documentation with Thebe and Binder.;0.0.10
True;MIT License;sphinx-thebe;myst-parser;Integrate interactive code blocks into your documentation with Thebe and Binder.;0.0.10
True;MIT License;sphinx-thebe;pytest-regressions;Integrate interactive code blocks into your documentation with Thebe and Binder.;0.0.10
False;FreeBSD and LGPLv3+;feedgen;fake_package;Feed Generator (ATOM, RSS, Podcasts);0.9.0
False;MIT;ablog;sphinx;A Sphinx extension that converts any documentation or personal website project into a full-fledged blog.;0.10.21
False;MIT;ablog;python-dateutil;A Sphinx extension that converts any documentation or personal website project into a full-fledged blog.;0.10.21
True;MIT;ablog;alabaster;A Sphinx extension that converts any documentation or personal website project into a full-fledged blog.;0.10.21
False;MIT;ablog;invoke;A Sphinx extension that converts any documentation or personal website project into a full-fledged blog.;0.10.21
False;MIT;ablog;watchdog;A Sphinx extension that converts any documentation or personal website project into a full-fledged blog.;0.10.21
True;MIT;ablog;sphinx-automodapi;A Sphinx extension that converts any documentation or personal website project into a full-fledged blog.;0.10.21
True;MIT;ablog;pytest;A Sphinx extension that converts any documentation or personal website project into a full-fledged blog.;0.10.21
False;MIT;ablog;feedgen;A Sphinx extension that converts any documentation or personal website project into a full-fledged blog.;0.10.21
False;MIT;ablog;docutils;A Sphinx extension that converts any documentation or personal website project into a full-fledged blog.;0.10.21
True;MIT;ablog;myst-parser;A Sphinx extension that converts any documentation or personal website project into a full-fledged blog.;0.10.21
True;MIT;ablog;ipython;A Sphinx extension that converts any documentation or personal website project into a full-fledged blog.;0.10.21
True;MIT;ablog;nbsphinx;A Sphinx extension that converts any documentation or personal website project into a full-fledged blog.;0.10.21
True;BSD;sphinx-book-theme;matplotlib;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;sphinx;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;sphinx-copybutton;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;sphinxcontrib-bibtex;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;numpy;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;sphinx-autobuild;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;sphinxext-opengraph;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;web-compile;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
False;BSD;sphinx-book-theme;pydata-sphinx-theme;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
False;BSD;sphinx-book-theme;docutils;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;pytest-regressions;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
False;BSD;sphinx-book-theme;sphinx;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;sphinx-design;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;ipywidgets;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;sphinx-thebe;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;folium;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;ablog;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;coverage;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;pytest-cov;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;pre-commit;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;nbclient;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;myst-nb;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
False;BSD;sphinx-book-theme;importlib-resources;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;sphinx-togglebutton;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
False;BSD;sphinx-book-theme;pyyaml;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
False;BSD;sphinx-book-theme;click;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
False;BSD;sphinx-book-theme;beautifulsoup4;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;plotly;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;pytest;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
True;BSD;sphinx-book-theme;pandas;Jupyter Book: Create an online book with Jupyter Notebooks;0.1.7
False;MIT License;sphinx-copybutton;sphinx;Add a copy button to each of your code cells.;0.4.0
True;MIT License;sphinx-copybutton;sphinx;Add a copy button to each of your code cells.;0.4.0
True;MIT License;sphinx-copybutton;sphinx-book-theme;Add a copy button to each of your code cells.;0.4.0
True;MIT License;sphinx-copybutton;ipython;Add a copy button to each of your code cells.;0.4.0
True;MIT License;sphinx-copybutton;pre-commit;Add a copy button to each of your code cells.;0.4.0
False;unknown license;furo;sphinx;A clean customisable Sphinx documentation theme.;2021.11.23
True;unknown license;furo;sphinx-copybutton;A clean customisable Sphinx documentation theme.;2021.11.23
True;unknown license;furo;sphinx-inline-tabs;A clean customisable Sphinx documentation theme.;2021.11.23
False;unknown license;furo;pygments;A clean customisable Sphinx documentation theme.;2021.11.23
True;unknown license;furo;sphinx-design;A clean customisable Sphinx documentation theme.;2021.11.23
False;unknown license;furo;beautifulsoup4;A clean customisable Sphinx documentation theme.;2021.11.23
True;unknown license;furo;pytest-xdist;A clean customisable Sphinx documentation theme.;2021.11.23
True;unknown license;furo;pytest;A clean customisable Sphinx documentation theme.;2021.11.23
True;unknown license;furo;myst-parser;A clean customisable Sphinx documentation theme.;2021.11.23
True;unknown license;furo;pytest-cov;A clean customisable Sphinx documentation theme.;2021.11.23
True;Unlicense;filelock;sphinx;A platform independent file lock.;3.4.0
True;Unlicense;filelock;sphinx-autodoc-typehints;A platform independent file lock.;3.4.0
True;Unlicense;filelock;pytest-cov;A platform independent file lock.;3.4.0
True;Unlicense;filelock;pytest;A platform independent file lock.;3.4.0
True;Unlicense;filelock;pytest-timeout;A platform independent file lock.;3.4.0
True;Unlicense;filelock;covdefaults;A platform independent file lock.;3.4.0
True;Unlicense;filelock;coverage;A platform independent file lock.;3.4.0
True;Unlicense;filelock;furo;A platform independent file lock.;3.4.0
False;MIT;pytest-forked;py;run tests in isolated forked subprocesses;1.4.0
False;MIT;pytest-forked;pytest;run tests in isolated forked subprocesses;1.4.0
True;MIT;pytest-xdist;setproctitle;pytest xdist plugin for distributed testing and loop-on-failing modes;2.5.0
True;MIT;pytest-xdist;filelock;pytest xdist plugin for distributed testing and loop-on-failing modes;2.5.0
False;MIT;pytest-xdist;pytest;pytest xdist plugin for distributed testing and loop-on-failing modes;2.5.0
